Linux 5.15.0-122-generic (NEU) 	09/21/2024 	_x86_64_	(16 CPU)

10:08:19 AM   UID       PID   cswch/s nvcswch/s  Command
10:08:20 AM  1000     13932     29.00      0.00  two_node_pipeli
10:08:21 AM  1000     13932     26.00      0.00  two_node_pipeli
10:08:22 AM  1000     13932     30.00      0.00  two_node_pipeli
10:08:23 AM  1000     13932     34.00      0.00  two_node_pipeli
10:08:24 AM  1000     13932     22.00      0.00  two_node_pipeli
10:08:25 AM  1000     13932     28.00      0.00  two_node_pipeli
10:08:26 AM  1000     13932     26.00      0.00  two_node_pipeli
10:08:27 AM  1000     13932     17.00      0.00  two_node_pipeli
10:08:28 AM  1000     13932     26.00      0.00  two_node_pipeli
10:08:29 AM  1000     13932     22.00      0.00  two_node_pipeli
10:08:30 AM  1000     13932     27.00      0.00  two_node_pipeli
10:08:31 AM  1000     13932     33.00      0.00  two_node_pipeli
10:08:32 AM  1000     13932     36.00      0.00  two_node_pipeli
10:08:33 AM  1000     13932     24.00      0.00  two_node_pipeli
10:08:34 AM  1000     13932     24.00      0.00  two_node_pipeli
10:08:35 AM  1000     13932     24.00      0.00  two_node_pipeli
10:08:36 AM  1000     13932     21.00      0.00  two_node_pipeli
10:08:37 AM  1000     13932     23.00      0.00  two_node_pipeli
10:08:38 AM  1000     13932     23.00      0.00  two_node_pipeli
10:08:39 AM  1000     13932     22.00      0.00  two_node_pipeli
10:08:40 AM  1000     13932     27.00      0.00  two_node_pipeli
10:08:41 AM  1000     13932     24.00      0.00  two_node_pipeli
10:08:42 AM  1000     13932     25.00      0.00  two_node_pipeli
10:08:43 AM  1000     13932     25.00      1.00  two_node_pipeli
10:08:44 AM  1000     13932     24.00      0.00  two_node_pipeli
10:08:45 AM  1000     13932     23.00      0.00  two_node_pipeli
10:08:46 AM  1000     13932     23.00      0.00  two_node_pipeli
10:08:47 AM  1000     13932     25.00      0.00  two_node_pipeli
10:08:48 AM  1000     13932     23.00      0.00  two_node_pipeli
10:08:49 AM  1000     13932     21.00      0.00  two_node_pipeli
10:08:50 AM  1000     13932     20.00      0.00  two_node_pipeli
10:08:51 AM  1000     13932     22.00      0.00  two_node_pipeli
10:08:52 AM  1000     13932     21.00      0.00  two_node_pipeli
10:08:53 AM  1000     13932     23.00      0.00  two_node_pipeli
10:08:54 AM  1000     13932     22.00      0.00  two_node_pipeli
10:08:55 AM  1000     13932     22.00      1.00  two_node_pipeli
10:08:56 AM  1000     13932     22.00      0.00  two_node_pipeli
10:08:57 AM  1000     13932     23.00      0.00  two_node_pipeli
10:08:58 AM  1000     13932     19.00      0.00  two_node_pipeli
10:08:59 AM  1000     13932     25.00      0.00  two_node_pipeli
10:09:00 AM  1000     13932     23.00      0.00  two_node_pipeli
10:09:01 AM  1000     13932     23.00      0.00  two_node_pipeli
10:09:02 AM  1000     13932     22.00      0.00  two_node_pipeli
10:09:03 AM  1000     13932     23.00      0.00  two_node_pipeli
10:09:04 AM  1000     13932     18.00      0.00  two_node_pipeli
10:09:05 AM  1000     13932     23.00      0.00  two_node_pipeli
10:09:06 AM  1000     13932     22.00      0.00  two_node_pipeli
10:09:07 AM  1000     13932     23.00      1.00  two_node_pipeli
10:09:08 AM  1000     13932     27.00      0.00  two_node_pipeli
10:09:09 AM  1000     13932     19.00      0.00  two_node_pipeli
10:09:10 AM  1000     13932     20.00      0.00  two_node_pipeli
10:09:11 AM  1000     13932     20.00      0.00  two_node_pipeli
10:09:12 AM  1000     13932     21.00      0.00  two_node_pipeli
10:09:13 AM  1000     13932     21.00      0.00  two_node_pipeli
10:09:14 AM  1000     13932     22.00      0.00  two_node_pipeli
10:09:15 AM  1000     13932     21.00      0.00  two_node_pipeli
10:09:16 AM  1000     13932     26.00      0.00  two_node_pipeli
10:09:17 AM  1000     13932     24.00      0.00  two_node_pipeli
10:09:18 AM  1000     13932     20.00      0.00  two_node_pipeli
10:09:19 AM  1000     13932     26.00      1.00  two_node_pipeli
10:09:20 AM  1000     13932     22.00      0.00  two_node_pipeli
10:09:21 AM  1000     13932     23.00      0.00  two_node_pipeli
10:09:22 AM  1000     13932     25.00      0.00  two_node_pipeli
10:09:23 AM  1000     13932     23.00      0.00  two_node_pipeli
10:09:24 AM  1000     13932     28.00      0.00  two_node_pipeli
10:09:25 AM  1000     13932     21.00      0.00  two_node_pipeli
10:09:26 AM  1000     13932     21.00      0.00  two_node_pipeli
10:09:27 AM  1000     13932     20.00      0.00  two_node_pipeli
10:09:28 AM  1000     13932     25.00      0.00  two_node_pipeli
10:09:29 AM  1000     13932     25.00      0.00  two_node_pipeli
10:09:30 AM  1000     13932     27.00      0.00  two_node_pipeli
10:09:31 AM  1000     13932     25.00      1.00  two_node_pipeli
10:09:32 AM  1000     13932     21.00      0.00  two_node_pipeli
10:09:33 AM  1000     13932     20.00      0.00  two_node_pipeli
10:09:34 AM  1000     13932     22.00      0.00  two_node_pipeli
10:09:35 AM  1000     13932     20.00      0.00  two_node_pipeli
10:09:36 AM  1000     13932     22.00      0.00  two_node_pipeli
10:09:37 AM  1000     13932     23.00      0.00  two_node_pipeli
10:09:38 AM  1000     13932     27.00      0.00  two_node_pipeli
10:09:39 AM  1000     13932     20.00      0.00  two_node_pipeli
10:09:40 AM  1000     13932     20.00      0.00  two_node_pipeli
10:09:41 AM  1000     13932     21.00      0.00  two_node_pipeli
10:09:42 AM  1000     13932     21.78      0.00  two_node_pipeli
10:09:43 AM  1000     13932     26.00      1.00  two_node_pipeli
10:09:44 AM  1000     13932     21.00      0.00  two_node_pipeli
10:09:45 AM  1000     13932     25.00      0.00  two_node_pipeli
10:09:46 AM  1000     13932     20.00      0.00  two_node_pipeli
10:09:47 AM  1000     13932     25.00      0.00  two_node_pipeli
10:09:48 AM  1000     13932     18.00      0.00  two_node_pipeli
10:09:49 AM  1000     13932     25.00      0.00  two_node_pipeli
10:09:50 AM  1000     13932     22.00      0.00  two_node_pipeli
10:09:51 AM  1000     13932     21.00      0.00  two_node_pipeli
10:09:52 AM  1000     13932     23.00      0.00  two_node_pipeli
10:09:53 AM  1000     13932     22.00      0.00  two_node_pipeli
10:09:54 AM  1000     13932     27.00      0.00  two_node_pipeli
10:09:55 AM  1000     13932     22.00      1.00  two_node_pipeli
10:09:56 AM  1000     13932     22.00      0.00  two_node_pipeli
10:09:57 AM  1000     13932     23.00      0.00  two_node_pipeli
10:09:58 AM  1000     13932     22.00      0.00  two_node_pipeli
10:09:59 AM  1000     13932     23.00      0.00  two_node_pipeli
10:10:00 AM  1000     13932     25.00      0.00  two_node_pipeli
10:10:01 AM  1000     13932     22.00      0.00  two_node_pipeli
10:10:02 AM  1000     13932     22.00      0.00  two_node_pipeli
10:10:03 AM  1000     13932     25.00      0.00  two_node_pipeli
10:10:04 AM  1000     13932     20.00      0.00  two_node_pipeli
10:10:05 AM  1000     13932     23.00      0.00  two_node_pipeli
10:10:06 AM  1000     13932     24.00      0.00  two_node_pipeli
10:10:07 AM  1000     13932     21.00      1.00  two_node_pipeli
10:10:08 AM  1000     13932     22.00      0.00  two_node_pipeli
10:10:09 AM  1000     13932     20.00      0.00  two_node_pipeli
10:10:10 AM  1000     13932     24.00      0.00  two_node_pipeli
10:10:11 AM  1000     13932     24.00      0.00  two_node_pipeli
10:10:12 AM  1000     13932     22.00      0.00  two_node_pipeli
10:10:13 AM  1000     13932     23.00      0.00  two_node_pipeli
10:10:14 AM  1000     13932     23.00      0.00  two_node_pipeli
10:10:15 AM  1000     13932     34.00      0.00  two_node_pipeli
10:10:16 AM  1000     13932     20.00      0.00  two_node_pipeli
10:10:17 AM  1000     13932     25.00      0.00  two_node_pipeli
10:10:18 AM  1000     13932     24.00      0.00  two_node_pipeli
10:10:19 AM  1000     13932     26.00      1.00  two_node_pipeli
10:10:20 AM  1000     13932     22.00      0.00  two_node_pipeli
10:10:21 AM  1000     13932     24.00      0.00  two_node_pipeli
